time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
140100,2024-07-02 11:14:18,51.5346539040167,61.1486449787243,75.131236,62.2375348,1033.0645314176,1095.3020662176,20.669292,10.289924,950.40357372,1550.64965592,28,5,16.336,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.289924,0,92.1, -7.8, -3.2,0,1,1459,1024,1024,1024,66,0,0,0,57.7,-89.9,0,89,4.09,4.074,4.088,4.088,0,0,7.132,80.6,1095.3020662176,75.131236,6,P-GPS,
140300,2024-07-02 11:14:19,51.5346535675202,61.1486585202067,75.131236,62.4015768,1032.9004894176,1095.3020662176,20.669292,10.513618,948.75659204,1553.723803,28,5,16.336,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.513618,0,92.2, -8.7, -3.4,0,1,1460,1024,1024,1024,66,0,0,0,57.7,-89.9,0,89,4.09,4.074,4.088,4.088,0,0,7.132,80.6,1095.3020662176,75.131236,6,P-GPS,
140500,2024-07-02 11:14:19,51.5346532299271,61.1486725374435,75.131236,62.5656188,1032.7364474176,1095.3020662176,20.669292,10.961006,947.05383608,1556.90949864,28,5,16.336,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.961006,0,92.3, -9.4, -3.3,0,1,1452,1024,1024,1024,65,0,0,0,57.7,-90,0,89,4.09,4.074,4.088,4.088,0,0,7.132,80.6,1095.3020662176,75.131236,6,P-GPS,
140700,2024-07-02 11:14:19,51.5346528916488,61.1486871152728,75.131236,62.7296608,1032.5724054176,1095.3020662176,20.997376,11.408394,945.28874416,1560.2198662,28,5,16.339,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,11.408394,0,92.2, -9.2, -3,0,1,1408,641,1024,1024,58,-58,0,0,57.7,-89.9,0,89,4.09,4.076,4.088,4.092,0,0,7.128,80.6,1095.3020662176,75.131236,6,P-GPS,
140900,2024-07-02 11:14:19,51.5346525435017,61.1487022182169,75.131236,62.9265112,1032.3755550176,1095.3020662176,20.997376,11.855782,943.46459712,1563.648344,28,5,16.339,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,11.855782,0,92.2, -7.6, -4.5,0,1,1405,601,1024,1024,58,-64,0,0,57.7,-89.9,0,89,4.09,4.076,4.088,4.092,0,0,7.128,80.6,1095.3020662176,75.131236,6,P-GPS,
141100,2024-07-02 11:14:19,51.5346523676463,61.1487174284756,75.131236,63.0905532,1032.2115130176,1095.3020662176,20.997376,11.408394,941.58795664,1567.10306852,28,5,16.339,1098.2548222176,78.083992,33.1738202,1065.7152572,0.223694,11.408394,0,89.7, 13.6, -23.1,0,1,1327,364,1024,1024,46,-100,0,0,57.7,-90,0,89,4.09,4.076,4.088,4.092,0,0,7.128,80.6,1095.3020662176,75.131236,6,P-GPS,
141300,2024-07-02 11:14:20,51.5346532853017,61.1487312041993,75.131236,63.2545952,1032.0474710176,1095.3020662176,20.997376,10.2675546,939.5669592,1570.24611324,28,5,16.339,1098.2548222176,78.083992,33.1738202,1065.7152572,2.013246,10.06623,0,89, 10.4, -27.3,0,1,1381,623,1024,1024,54,-61,0,0,57.7,-89.9,0,89,4.09,4.076,4.088,4.092,0,0,7.128,80.6,1095.3020662176,75.131236,6,P-GPS,
141500,2024-07-02 11:14:20,51.5346556790186,61.1487434435821,75.131236,63.3858288,1031.9162374176,1095.3020662176,20.997376,9.9320136,937.29661792,1573.15949916,28,5,16.339,1098.2548222176,78.083992,33.1738202,1065.7152572,3.802798,9.171454,0,91, 4.8, -28.6,0,1,1401,844,1024,1024,57,-27,0,0,57.7,-90,0,89,4.09,4.076,4.088,4.092,0,0,7.128,80.6,1095.3020662176,75.131236,6,P-GPS,
141700,2024-07-02 11:14:20,51.534659555376,61.1487548028524,75.45932,63.8779548,1031.7521954176,1095.6301502176,21.653544,10.178077,934.69163096,1576.0991318,28,5,16.335,1098.2548222176,78.083992,33.1738202,1065.7152572,5.59235,8.500372,0,92.2, 0.2, -29.5,0,1,1420,919,1024,1024,60,-16,0,0,57.7,-90,0,89,4.068,4.052,4.062,4.07,0,0,7.147,80.6,1095.6301502176,75.45932,6,P-GPS,
141900,2024-07-02 11:14:20,51.534664901764,61.1487657883943,75.45932,64.0091884,1031.6209618176,1095.6301502176,22.309712,11.2518082,931.68966236,1579.2651424,28,5,16.335,1098.2548222176,78.083992,33.1738202,1065.7152572,7.381902,8.500372,0,92.8, -4.2, -22.3,0,1,1446,932,1024,1024,64,-14,0,0,57.7,-90,0,89,4.068,4.052,4.062,4.07,0,0,7.147,80.6,1095.6301502176,75.45932,6,P-GPS,
142100,2024-07-02 11:14:20,51.5346712683326,61.1487769292891,75.787404,64.468506,1031.4897282176,1095.9582342176,22.637796,11.8781514,928.35632892,1582.69690104,28,5,16.335,1098.2548222176,78.083992,33.1738202,1065.7152572,8.052984,8.724066,0,92.7, -7, -10.9,0,1,1684,1024,1024,1024,100,0,0,0,57.7,-89.9,0,89,4.068,4.052,4.062,4.07,0,0,7.147,80.6,1095.9582342176,75.787404,6,P-GPS,
142300,2024-07-02 11:14:21,51.5346778232295,61.1487885020869,75.787404,64.5997396,1031.3584946176,1095.9582342176,23.293964,12.2136924,924.91144692,1586.25005076,28,5,16.335,1098.2548222176,78.083992,33.1738202,1065.7152572,8.052984,9.171454,0,92.6, -13.9, -5.4,0,1,1657,1024,1024,1024,96,0,0,0,57.7,-89.9,0,89,4.068,4.052,4.062,4.07,0,0,7.147,80.6,1095.9582342176,75.787404,6,P-GPS,
142500,2024-07-02 11:14:21,51.5346841651263,61.148801094264,76.115488,65.0590572,1031.2272610176,1096.2863182176,23.622048,12.7952968,921.4075098,1589.9278724,28,5,16.335,1098.2548222176,78.083992,33.1738202,1065.7152572,7.605596,10.289924,0,92.6, -23.7, -2.6,0,1,1611,1026,1024,1024,89,0,0,0,57.7,-89.9,0,89,4.068,4.052,4.062,4.07,0,0,7.147,80.6,1096.2863182176,76.115488,6,P-GPS,
142700,2024-07-02 11:14:21,51.5346899419008,61.1488151705569,76.115488,65.2230992,1031.0632190176,1096.2863182176,23.293964,13.8466586,917.89044932,1593.75333184,28,5,16.287,1098.2548222176,78.083992,33.1738202,1065.7152572,7.158208,11.855782,0,92.6, -21.6, -1.9,0,1,1484,1206,1024,1024,70,28,0,0,57.7,-90,0,89,4.081,4.066,4.078,4.074,0,0,7.39,80.6,1096.2863182176,76.115488,6,P-GPS,
142900,2024-07-02 11:14:21,51.5346955207524,61.1488318805769,76.115488,65.452758,1030.8335602176,1096.2863182176,23.293964,14.4953712,914.11092164,1598.05779392,28,5,16.287,1098.2548222176,78.083992,33.1738202,1065.7152572,6.487126,12.974252,0,92.4, -15.3, -1.1,0,1,1435,1232,1024,1024,62,32,0,0,57.7,-89.9,0,89,4.081,4.066,4.078,4.074,0,0,7.39,80.6,1096.2863182176,76.115488,6,P-GPS,
143100,2024-07-02 11:14:21,51.5347004490897,61.1488493175603,76.443572,65.9776924,1030.6367098176,1096.6144022176,23.622048,14.8309122,910.44622336,1602.40490692,28,5,16.287,1098.2548222176,78.083992,33.1738202,1065.7152572,5.816044,13.645334,0,91.9, -10, 1,0,1,1160,1024,1024,1024,21,0,0,0,57.7,-90,0,89,4.081,4.066,4.078,4.074,0,0,7.39,80.6,1096.6144022176,76.443572,6,P-GPS,
143300,2024-07-02 11:14:22,51.5347048454747,61.1488672900153,76.443572,66.1745428,1030.4398594176,1096.6144022176,23.293964,14.7861734,906.88323112,1606.78810916,28,5,16.287,1098.2548222176,78.083992,33.1738202,1065.7152572,5.144962,13.869028,0,91.9, -7.1, 0.4,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.081,4.066,4.078,4.074,0,0,7.39,80.6,1096.6144022176,76.443572,6,P-GPS,
143500,2024-07-02 11:14:22,51.5347087348534,61.1488853664795,76.443572,66.4042016,1030.2102006176,1096.6144022176,22.637796,14.651957,903.47115752,1611.12866048,28,5,16.287,1098.2548222176,78.083992,33.1738202,1065.7152572,4.697574,13.869028,0,92.9, 12, 11.1,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.081,4.066,4.078,4.074,0,0,7.39,80.6,1096.6144022176,76.443572,6,P-GPS,
143700,2024-07-02 11:14:22,51.5347116798488,61.1489016703785,76.443572,66.601052,1030.0133502176,1096.6144022176,22.637796,12.4821252,900.57089496,1614.98036664,28,5,16.25,1098.2548222176,78.083992,33.1738202,1065.7152572,3.131716,12.079476,0,94.9, 23.5, 17.2,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.093,4.066,4.065,4.1,0,0,8.729,80.6,1096.6144022176,76.443572,6,P-GPS,
143900,2024-07-02 11:14:22,51.5347135819107,61.1489161622679,76.115488,66.43701,1029.8493082176,1096.2863182176,18.372704,9.9991218,898.22181352,1618.34322764,28,5,16.25,1098.2548222176,78.083992,33.1738202,1065.7152572,1.789552,9.842536,0,94.4, 26.4, 14.1,0,1,1024,1684,1024,1024,0,100,0,0,57.7,-90,0,89,4.093,4.066,4.065,4.1,0,0,8.729,80.6,1096.2863182176,76.115488,6,P-GPS,
144100,2024-07-02 11:14:23,51.5347143540023,61.1489273029423,76.115488,66.5682436,1029.7180746176,1096.2863182176,18.372704,7.6279654,896.63388696,1620.88587864,28,5,16.25,1098.2548222176,78.083992,33.1738202,1065.7152572,0.447388,7.605596,0.223694,94.3, 24.7, 19.6,0,1,1024,1551,1024,1024,0,80,0,0,57.7,-89.9,0,89,4.093,4.066,4.065,4.1,0,0,8.729,80.6,1096.2863182176,76.115488,6,P-GPS,
144300,2024-07-02 11:14:23,51.5347137381657,61.1489354509253,76.115488,66.6666688,1029.6196494176,1096.2863182176,25.918636,5.5252418,895.83992368,1622.74939576,28,5,16.25,1098.2548222176,78.083992,33.1738202,1065.7152572,-1.342164,5.368656,0.223694,97.6, 26.5, 19.3,0,1,1024,1270,1024,1024,0,37,0,0,57.7,-89.9,0,89,4.093,4.066,4.065,4.1,0,0,8.729,80.6,1096.2863182176,76.115488,6,P-GPS,
144500,2024-07-02 11:14:23,51.534711753042,61.1489405524494,76.443572,67.0603696,1029.5540326176,1096.6144022176,26.574804,4.1159696,895.83664284,1624.1142252,28,5,16.25,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.908022,2.908022,0.223694,94.7, 23, 15.8,0,1,1024,1211,1024,1024,0,28,0,0,57.7,-89.9,0,89,4.093,4.066,4.065,4.1,0,0,8.729,80.6,1096.6144022176,76.443572,6,P-GPS,
144700,2024-07-02 11:14:23,51.534708744448,61.1489429109485,76.443572,67.0603696,1029.5540326176,1096.6144022176,27.230972,3.7580592,896.48624916,1625.33797852,28,5,16.33,1098.2548222176,78.083992,33.1738202,1065.7152572,-3.579104,1.11847,0,89.3, 10.7, -17.5,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-89.9,0,89,4.046,4.034,4.045,4.053,0,0,7.529,80.78,1096.6144022176,76.443572,6,P-GPS,
144900,2024-07-02 11:14:23,51.534706314957,61.1489438527615,76.115488,66.765094,1029.5212242176,1096.2863182176,27.230972,2.2816788,897.12601296,1626.25005204,28,5,16.33,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.23694,0.447388,0,91.1, 6, -18,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-89.9,0,89,4.046,4.034,4.045,4.053,0,0,7.529,80.78,1096.2863182176,76.115488,6,P-GPS,
145100,2024-07-02 11:14:23,51.5347050146139,61.1489442212013,76.115488,66.765094,1029.5212242176,1096.2863182176,18.700788,0.9171454,897.48362452,1626.72905468,27,5,16.33,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.894776,0.223694,0,91.6, 0.8, -16.9,0,1,1054,1684,1024,1024,5,100,0,0,57.7,-90,0,89,4.046,4.034,4.045,4.053,0,0,7.529,80.78,1096.2863182176,76.115488,6,P-GPS,
145300,2024-07-02 11:14:24,51.5347046385054,61.1489444602905,76.115488,66.765094,1029.5212242176,1096.2863182176,19.028872,0.223694,897.5722072,1626.87669248,28,5,16.33,1098.2548222176,78.083992,33.1738202,1065.7152572,0,0.223694,0,92, 0.6, -7.5,0,1,1051,1684,1024,1024,4,100,0,0,57.7,-90,0,89,4.046,4.034,4.045,4.053,0,0,7.529,80.78,1096.2863182176,76.115488,6,P-GPS,
145500,2024-07-02 11:14:24,51.5347044928044,61.1489446200505,76.115488,66.765094,1029.5212242176,1096.2863182176,21.653544,0.447388,897.59845392,1626.94230928,28,5,16.33,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.447388,0,0,91.5, 1.6, 19.5,0,1,1024,1376,1024,1024,0,53,0,0,57.7,-89.9,0,89,4.046,4.034,4.045,4.053,0,0,7.529,80.78,1096.2863182176,76.115488,6,P-GPS,
145700,2024-07-02 11:14:24,51.5347031699826,61.148944557689,76.115488,66.765094,1029.5212242176,1096.2863182176,21.32546,2.460634,898.0151206,1627.42459276,28,5,16.341,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.460634,0,0,92.1, 1.1, 19.2,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-89.9,0,89,4.077,4.065,4.082,4.068,0,0,6.952,80.78,1096.2863182176,76.115488,6,P-GPS,
145900,2024-07-02 11:14:24,51.5347004316823,61.1489443516536,76.115488,66.765094,1029.5212242176,1096.2863182176,18.372704,3.579104,898.88782404,1628.42524896,28,5,16.341,1098.2548222176,78.083992,33.1738202,1065.7152572,-3.579104,0,0,92.3, 0.3, -12.1,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.077,4.065,4.082,4.068,0,0,6.952,80.78,1096.2863182176,76.115488,6,P-GPS,
146100,2024-07-02 11:14:24,51.5346980285079,61.1489442057762,76.115488,66.765094,1029.5212242176,1096.2863182176,18.372704,2.013246,899.64897892,1629.30123324,28,5,16.341,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.013246,0,0,91.9, 0.2, -26.3,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.077,4.065,4.082,4.068,0,0,6.952,80.78,1096.2863182176,76.115488,6,P-GPS,
146300,2024-07-02 11:14:25,51.5346970569857,61.1489441557547,76.115488,66.765094,1029.5212242176,1096.2863182176,18.04462,0.447388,899.95737788,1629.6588448,28,5,16.341,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.447388,0,0,91.6, 0.1, -14.8,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.077,4.065,4.082,4.068,0,0,6.952,80.78,1096.2863182176,76.115488,6,P-GPS,
146500,2024-07-02 11:14:25,51.5346968953851,61.1489441196159,76.115488,66.765094,1029.5212242176,1096.2863182176,18.372704,0,900.01315216,1629.71789992,28,5,16.341,1098.2548222176,78.083992,33.1738202,1065.7152572,0,0,0,91.9, 0.2, -7.3,0,1,1078,1684,1024,1024,8,100,0,0,57.7,-90,0,89,4.077,4.065,4.082,4.068,0,0,6.952,80.78,1096.2863182176,76.115488,6,P-GPS,
146700,2024-07-02 11:14:25,51.5346968690685,61.1489440713574,76.443572,67.093178,1029.5212242176,1096.6144022176,21.32546,0.223694,900.02627552,1629.73102328,28,5,16.243,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,0,0,91.5, 0.2, 15.4,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-89.9,0,89,4.082,4.067,4.081,4.083,0,0,9.355,80.78,1096.6144022176,76.443572,6,P-GPS,
146900,2024-07-02 11:14:25,51.5346958059863,61.1489439367182,76.443572,67.093178,1029.5212242176,1096.6144022176,20.997376,2.013246,900.37076372,1630.12144324,28,5,16.243,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.013246,0,0,91.7, -0.6, 12.7,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.082,4.067,4.081,4.083,0,0,9.355,80.78,1096.6144022176,76.443572,6,P-GPS,
147100,2024-07-02 11:14:25,51.5346937986579,61.148943772551,76.115488,66.765094,1029.5212242176,1096.2863182176,20.997376,2.013246,901.01380836,1630.85307056,27,5,16.243,1098.2548222176,78.083992,33.1738202,1065.7152572,-2.013246,0,0,92.1, 1.4, -21.3,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-90,0,89,4.082,4.067,4.081,4.083,0,0,9.355,80.78,1096.2863182176,76.115488,6,P-GPS,
147300,2024-07-02 11:14:26,51.5346926847242,61.1489435892125,76.115488,66.765094,1029.5212242176,1096.2863182176,20.997376,0.671082,901.38126244,1631.26317556,27,5,16.243,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.671082,0,0,91.5, 0.3, -16.4,0,1,1024,1024,1024,1024,0,0,0,0,57.7,-89.9,0,89,4.082,4.067,4.081,4.083,0,0,9.355,80.78,1096.2863182176,76.115488,6,P-GPS,
147500,2024-07-02 11:14:26,51.5346924116892,61.1489433613617,76.115488,66.7322856,1029.5540326176,1096.2863182176,20.997376,0,901.492811,1631.37472412,28,5,16.243,1098.2548222176,78.083992,33.1738202,1065.7152572,0,0,0,91.9, 0, -9.4,0,1,1036,1024,1024,1024,2,0,0,0,57.7,-90,0,89,4.082,4.067,4.081,4.083,0,0,9.355,80.78,1096.2863182176,76.115488,6,P-GPS,
147700,2024-07-02 11:14:26,51.5346925046198,61.1489431425455,76.443572,67.0603696,1029.5540326176,1096.6144022176,20.341208,0.223694,901.48953016,1631.43377924,28,5,16.268,1098.2548222176,78.083992,33.1738202,1065.7152572,0.223694,0,0,91.8, 0, -5.4,0,1,1276,1024,1024,1024,38,0,0,0,57.7,-89.9,0,89,4.081,4.067,4.081,4.084,0,0,8.47,80.96,1096.6144022176,76.443572,6,P-GPS,
147900,2024-07-02 11:14:26,51.5346926100234,61.1489428889126,76.443572,67.0603696,1029.5540326176,1096.6144022176,20.341208,0,901.48624932,1631.50267688,28,5,16.268,1098.2548222176,78.083992,33.1738202,1065.7152572,0,0,0,91.9, -1.2, 1,0,1,1627,1024,1024,1024,91,0,0,0,57.7,-89.9,0,89,4.081,4.067,4.081,4.084,0,0,8.47,80.96,1096.6144022176,76.443572,6,P-GPS,
148100,2024-07-02 11:14:26,51.5346924433514,61.1489427108628,76.443572,67.0603696,1029.5540326176,1096.6144022176,20.341208,0.223694,901.56170864,1631.5781362,28,5,16.268,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,0,0,92, -7.8, -2.2,0,1,1641,1024,1024,1024,93,0,0,0,57.7,-89.9,0,89,4.081,4.067,4.081,4.084,0,0,8.47,80.96,1096.6144022176,76.443572,6,P-GPS,
148300,2024-07-02 11:14:27,51.5346921326232,61.1489431910244,76.443572,67.0603696,1029.5540326176,1096.6144022176,20.669292,0.7158208,901.60107872,1631.73561652,28,5,16.268,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,0.671082,0,92.2, -14.9, -3.5,0,1,1624,1024,1024,1024,91,0,0,0,57.7,-90,0,89,4.081,4.067,4.081,4.084,0,0,8.47,80.96,1096.6144022176,76.443572,6,P-GPS,
148500,2024-07-02 11:14:27,51.5346917983198,61.1489450363081,76.443572,67.093178,1029.5212242176,1096.6144022176,20.669292,2.0356154,901.48296848,1632.17196824,28,5,16.268,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,2.013246,0,92.6, -19.6, -4.2,0,1,1567,1024,1024,1024,82,0,0,0,57.7,-89.9,0,89,4.081,4.067,4.081,4.084,0,0,8.47,80.96,1096.6144022176,76.443572,6,P-GPS,
148700,2024-07-02 11:14:27,51.5346914853986,61.1489485966435,76.443572,67.1587948,1029.4556074176,1096.6144022176,20.669292,3.579104,901.15488448,1632.98561656,28,5,16.241,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,3.579104,0,92.7, -22.3, -4.3,0,1,1517,1024,1024,1024,75,0,0,0,57.7,-89.9,0,89,4.075,4.062,4.07,4.074,0,0,8.159,80.96,1096.6144022176,76.443572,6,P-GPS,
148900,2024-07-02 11:14:27,51.5346911911184,61.1489545236312,76.443572,67.2244116,1029.3899906176,1096.6144022176,19.68504,5.144962,900.5413674,1634.33732264,28,5,16.241,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,5.144962,0,92.7, -20.4, -3.8,0,1,1486,1024,1024,1024,70,0,0,0,57.7,-90,0,89,4.075,4.062,4.07,4.074,0,0,8.159,80.96,1096.6144022176,76.443572,6,P-GPS,
149100,2024-07-02 11:14:28,51.534690929871,61.148962266595,76.443572,67.2900284,1029.3243738176,1096.6144022176,20.013124,6.487126,899.70147236,1636.09585288,28,5,16.241,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,6.487126,0,92.3, -17.8, -3.8,0,1,1449,1024,1024,1024,64,0,0,0,57.7,-89.9,0,89,4.075,4.062,4.07,4.074,0,0,8.159,80.96,1096.6144022176,76.443572,6,P-GPS,
149300,2024-07-02 11:14:28,51.5346906921989,61.1489716078203,76.115488,67.093178,1029.1931402176,1096.2863182176,20.013124,7.605596,898.6712886,1638.21855636,28,5,16.241,1098.2548222176,78.083992,33.1738202,1065.7152572,0,7.605596,0,92.2, -15, -3.8,0,1,1446,1024,364,1024,64,0,-100,0,57.7,-90,0,89,4.075,4.062,4.07,4.074,0,0,8.159,80.96,1096.2863182176,76.115488,6,P-GPS,
149500,2024-07-02 11:14:28,51.5346904771427,61.148982185919,76.115488,67.2244116,1029.0619066176,1096.2863182176,22.309712,8.276678,897.4901862,1640.62013124,28,5,16.241,1098.2548222176,78.083992,33.1738202,1065.7152572,0,8.276678,0,92.2, -11.9, -3.7,0,1,1411,1024,1024,1024,59,0,0,0,57.7,-89.9,0,89,4.075,4.062,4.07,4.074,0,0,8.159,80.96,1096.2863182176,76.115488,6,P-GPS,
149700,2024-07-02 11:14:28,51.5346902542737,61.1489934343488,75.787404,66.9947528,1028.9634814176,1095.9582342176,21.653544,8.724066,896.23690532,1643.17262476,28,5,16.295,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,8.724066,1.342164,92.3, -11.6, -4.1,0,1,1413,1024,1024,1024,59,0,0,0,57.7,-90,0,89,4.088,4.074,4.104,4.131,0,0,7.621,81.14,1095.9582342176,75.787404,6,P-GPS,
149900,2024-07-02 11:14:28,51.534690056899,61.1490050864758,75.45932,66.8307108,1028.7994394176,1095.6301502176,21.32546,9.395148,894.93441184,1645.82026264,28,5,16.295,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,9.395148,0.447388,91.8, -7.4, -2.2,0,1,1415,1024,1024,1024,59,0,0,0,57.7,-90,0,89,4.088,4.074,4.104,4.131,0,0,7.621,81.14,1095.6301502176,75.45932,6,P-GPS,
150100,2024-07-02 11:14:29,51.5346898074393,61.1490175488616,75.131236,66.6338604,1028.6682058176,1095.3020662176,20.997376,9.618842,893.56302072,1648.64834672,28,5,16.295,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,9.618842,0,92.2, -8.7, -2.9,0,1,1396,1024,1024,1024,56,0,0,0,57.7,-89.9,0,89,4.088,4.074,4.104,4.131,0,0,7.621,81.14,1095.3020662176,75.131236,6,P-GPS,
150300,2024-07-02 11:14:29,51.5346895416687,61.1490308239303,75.131236,66.7979024,1028.5041638176,1095.3020662176,20.669292,10.06623,892.10632776,1651.66343868,28,5,16.295,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.06623,0,92.1, -7.9, -3.3,0,1,1383,1024,1024,1024,54,0,0,0,57.7,-90,0,89,4.088,4.074,4.104,4.131,0,0,7.621,81.14,1095.3020662176,75.131236,6,P-GPS,
150500,2024-07-02 11:14:29,51.5346892753499,61.1490441642252,75.131236,66.9619444,1028.3401218176,1095.3020662176,20.669292,10.289924,890.65291564,1654.691654,28,5,16.295,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.289924,0,92, -6.4, -3.4,0,1,1393,1024,1024,1684,56,0,0,100,57.7,-89.9,0,89,4.088,4.074,4.104,4.131,0,0,7.621,81.14,1095.3020662176,75.131236,6,P-GPS,
150700,2024-07-02 11:14:29,51.5346890168439,61.1490574040365,74.803152,66.7979024,1028.1760798176,1094.9739822176,20.341208,10.513618,889.21262688,1657.70018428,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.223694,10.513618,0,92, -5.2, -0.8,0,1,1385,1024,1024,1024,55,0,0,0,58.7,-89.9,0,89,4.087,4.071,4.085,4.088,0,0,8.054,81.14,1094.9739822176,74.803152,6,P-GPS,
150900,2024-07-02 11:14:29,51.5346884547371,61.1490714796684,74.803152,66.9619444,1028.0120378176,1094.9739822176,20.341208,10.5807262,887.78218064,1660.89900328,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,-1.11847,10.513618,0,93.6, -3.2, 5.6,0,1,1362,1024,1024,1024,51,0,0,0,61.2,-90,0,89,4.087,4.071,4.085,4.088,0,0,8.054,81.14,1094.9739822176,74.803152,6,P-GPS,
151100,2024-07-02 11:14:29,51.5346873158575,61.1490851826737,74.803152,67.1259864,1027.8479958176,1094.9739822176,20.013124,10.6030956,886.58795488,1664.03876716,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,-1.342164,10.513618,0,95.8, -3.8, -2.9,0,1,1336,1024,1024,1024,47,0,0,0,61.3,-90,0,89,4.087,4.071,4.085,4.088,0,0,8.054,81.14,1094.9739822176,74.803152,6,P-GPS,
151300,2024-07-02 11:14:30,51.5346861476458,61.1490988878826,74.803152,67.2900284,1027.6839538176,1094.9739822176,20.013124,10.6030956,885.41013332,1667.1752502,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,-1.342164,10.513618,0,95.4, -2.7, -4.7,0,1,1341,1024,1024,1024,48,0,0,0,61.2,-90,0,89,4.087,4.071,4.085,4.088,0,0,8.054,81.14,1094.9739822176,74.803152,6,P-GPS,
151500,2024-07-02 11:14:30,51.5346851424053,61.1491125362389,74.803152,67.4540704,1027.5199118176,1094.9739822176,20.013124,10.3346628,884.19622252,1670.29532904,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,-0.894776,10.289924,0,95.9, -1.4, -21.9,0,1,1341,1024,1024,1024,48,0,0,0,56.3,-90,0,89,4.087,4.071,4.085,4.088,0,0,8.054,81.14,1094.9739822176,74.803152,6,P-GPS,
151700,2024-07-02 11:14:30,51.5346848923973,61.1491257712023,74.475068,67.25722,1027.3886782176,1094.6458982176,20.013124,10.289924,882.79858468,1673.30057848,28,5,16.284,1098.2548222176,78.083992,33.1738202,1065.7152572,0,10.289924,0,89.1, -0.7, -5.6,0,1,1344,1024,1024,1024,48,0,0,0,55.5,-89.9,0,89,4.083,4.028,4.071,4.082,0,0,7.254,81.32,1094.6458982176,74.475068,6,P-GPS,
