time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
520300,2024-07-02 11:20:39,51.5342856988558,61.1479426605341,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,9.9767524,1152.94623112,4532.9397776,30,5,15.806,1169.1209662176,148.950136,33.1738202,1169.51119228,7.381902,6.71082,0,40.9, -5.4, 0.4,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.942,3.93,3.945,3.943,0,0,7.478,97.52,1168.4647982176,148.293968,6,P-GPS,
520500,2024-07-02 11:20:39,51.5342919827737,61.1479516081988,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,10.289924,1149.89176908,4535.9909588,30,5,15.806,1169.1209662176,148.950136,33.1738202,1169.51119228,7.605596,6.934514,0.223694,41.3, -16.8, 0.4,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.942,3.93,3.945,3.943,0,0,7.478,97.52,1168.4647982176,148.293968,6,P-GPS,
520700,2024-07-02 11:20:39,51.53429866336,61.1479613024387,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,11.3860246,1146.61749076,4539.2717988,30,5,15.774,1169.1209662176,148.950136,33.1738202,1169.51119228,8.276678,7.82929,0.223694,41.5, -23.4, 0,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.957,3.943,3.953,3.952,0,0,8.039,97.34,1168.4647982176,148.293968,6,P-GPS,
520900,2024-07-02 11:20:39,51.5343061216576,61.1479722425868,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,12.974252,1142.94951164,4542.979148,30,5,15.774,1169.1209662176,148.950136,33.1738202,1169.51119228,9.395148,8.94776,0,41.5, -24.5, -0.4,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.957,3.943,3.953,3.952,0,0,8.039,97.34,1168.4647982176,148.293968,6,P-GPS,
521100,2024-07-02 11:20:39,51.5343144876048,61.1479844694092,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,14.4058936,1138.83861912,4547.080198,30,5,15.774,1169.1209662176,148.950136,33.1738202,1169.51119228,10.513618,9.842536,0,41.7, -24.5, -1.1,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.957,3.943,3.953,3.952,0,0,8.039,97.34,1168.4647982176,148.293968,6,P-GPS,
521300,2024-07-02 11:20:40,51.5343236997961,61.1479978921182,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,15.9717516,1134.3176216,4551.6405656,30,5,15.774,1169.1209662176,148.950136,33.1738202,1169.51119228,11.632088,10.961006,0,41.7, -24.5, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.957,3.943,3.953,3.952,0,0,8.039,97.34,1168.4647982176,148.293968,6,P-GPS,
521500,2024-07-02 11:20:40,51.5343337269806,61.1480124190447,148.293968,131.725726,1036.7390722176,1168.4647982176,83.66142,17.0902216,1129.40948496,4556.5618256,30,5,15.774,1169.1209662176,148.950136,33.1738202,1169.51119228,12.526864,11.632088,0,41.6, -24.1, -1.4,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.957,3.943,3.953,3.952,0,0,8.039,97.34,1168.4647982176,148.293968,6,P-GPS,
521700,2024-07-02 11:20:40,51.5343445406486,61.1480280103036,148.622052,132.05381,1036.7390722176,1168.7928822176,83.66142,18.3652774,1124.12733256,4561.843978,30,5,15.823,1169.1209662176,148.950136,33.1738202,1169.51119228,13.42164,12.526864,0,41.5, -23.9, -1.3,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.934,3.926,3.939,3.938,0,0,8.398,97.16,1168.7928822176,148.622052,6,P-GPS,
521900,2024-07-02 11:20:40,51.5343560665103,61.1480445431552,148.622052,132.05381,1036.7390722176,1168.7928822176,83.66142,19.461378,1118.50725364,4567.4870228,30,5,15.823,1169.1209662176,148.950136,33.1738202,1169.51119228,14.316416,13.197946,0,41.5, -23.4, -0.9,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.934,3.926,3.939,3.938,0,0,8.398,97.16,1168.7928822176,148.622052,6,P-GPS,
522100,2024-07-02 11:20:41,51.5343682486431,61.1480620114295,148.622052,132.0866184,1036.7062638176,1168.7928822176,83.66142,20.579848,1112.56893324,4573.4581516,30,5,15.823,1169.1209662176,148.950136,33.1738202,1169.51119228,15.211192,13.869028,0,41.4, -22.8, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.934,3.926,3.939,3.938,0,0,8.398,97.16,1168.7928822176,148.622052,6,P-GPS,
522300,2024-07-02 11:20:41,51.5343810237224,61.1480803739193,148.622052,132.1194268,1036.6734554176,1168.7928822176,83.66142,21.5417322,1106.33533724,4579.6917476,30,5,15.823,1169.1209662176,148.950136,33.1738202,1169.51119228,15.882274,14.54011,0,41.3, -22.5, -0.6,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.934,3.926,3.939,3.938,0,0,8.398,97.16,1168.7928822176,148.622052,6,P-GPS,
522500,2024-07-02 11:20:41,51.5343943509027,61.1480994915784,148.622052,132.1522352,1036.6406470176,1168.7928822176,83.66142,22.481247,1099.83927404,4586.2206192,30,5,15.823,1169.1209662176,148.950136,33.1738202,1169.51119228,16.553356,15.211192,0,41.5, -22.6, -0.8,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.934,3.926,3.939,3.938,0,0,8.398,97.16,1168.7928822176,148.622052,6,P-GPS,
522700,2024-07-02 11:20:41,51.5344081893384,61.1481193146057,148.622052,132.1522352,1036.6406470176,1168.7928822176,83.66142,23.1075902,1093.09714784,4592.9791496,30,5,15.745,1169.1209662176,148.950136,33.1738202,1169.51119228,17.000744,15.65858,0,41.4, -22.5, -0.7,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.943,3.933,3.942,3.941,0,0,8.62,97.34,1168.7928822176,148.622052,6,P-GPS,
522900,2024-07-02 11:20:41,51.5344224724154,61.1481398070827,148.622052,132.1194268,1036.6734554176,1168.7928822176,83.66142,23.9128886,1086.13192452,4599.9673388,30,5,15.745,1169.1209662176,148.950136,33.1738202,1169.51119228,17.671826,16.105968,0,41.4, -22, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.943,3.933,3.942,3.941,0,0,8.62,97.34,1168.7928822176,148.622052,6,P-GPS,
523100,2024-07-02 11:20:42,51.5344371444852,61.1481609044443,148.950136,132.4147024,1036.7062638176,1169.1209662176,83.66142,24.5392318,1078.97313164,4607.1523784,30,5,15.745,1169.1209662176,148.950136,33.1738202,1169.51119228,18.119214,16.553356,0,41.6, -22, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.943,3.933,3.942,3.941,0,0,8.62,97.34,1169.1209662176,148.950136,6,P-GPS,
523300,2024-07-02 11:20:42,51.5344521682658,61.1481825782642,148.950136,132.3490856,1036.7718806176,1169.1209662176,83.66142,25.165575,1071.63389256,4614.50146,30,5,15.745,1169.1209662176,148.950136,33.1738202,1169.51119228,18.566602,17.000744,0,41.6, -22.4, -1.4,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.943,3.933,3.942,3.941,0,0,8.62,97.34,1169.1209662176,148.950136,6,P-GPS,
523500,2024-07-02 11:20:42,51.5344675552707,61.1482048375772,148.950136,132.2506604,1036.8703058176,1169.1209662176,83.66142,25.8142876,1064.11092644,4622.047392,30,5,15.745,1169.1209662176,148.950136,33.1738202,1169.51119228,19.01399,17.448132,0,41.7, -22.3, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.943,3.933,3.942,3.941,0,0,8.62,97.34,1169.1209662176,148.950136,6,P-GPS,
523700,2024-07-02 11:20:42,51.5344833039922,61.148227547744,148.950136,132.217852,1036.9031142176,1169.1209662176,83.66142,26.4406308,1056.41735664,4629.7901744,30,5,15.739,1169.1209662176,148.950136,33.1738202,1169.51119228,19.461378,17.89552,0,41.6, -22.2, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.941,3.932,3.943,3.94,0,0,9.525,97.52,1169.1209662176,148.950136,6,P-GPS,
523900,2024-07-02 11:20:42,51.5344993805751,61.1482506164345,148.950136,132.1850436,1036.9359226176,1169.1209662176,83.66142,26.9103882,1048.58271072,4637.631382,30,5,15.739,1169.1209662176,148.950136,33.1738202,1169.51119228,19.908766,18.119214,0,41.5, -22.5, -0.9,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.941,3.932,3.943,3.94,0,0,9.525,97.52,1169.1209662176,148.950136,6,P-GPS,
524100,2024-07-02 11:20:42,51.5345157776177,61.1482740791263,149.27822,132.5131276,1036.9359226176,1169.4490502176,83.66142,27.402515,1040.600427,4645.6366316,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,20.356154,18.342908,0,41.6, -21.8, -0.9,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.941,3.932,3.943,3.94,0,0,9.525,97.52,1169.4490502176,149.27822,6,P-GPS,
524300,2024-07-02 11:20:43,51.5345324376896,61.1482979765858,149.27822,132.5787444,1036.8703058176,1169.4490502176,83.66142,27.8722724,1032.480348,4653.8059232,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,20.579848,18.790296,0,41.7, -21.8, -1.5,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.941,3.932,3.943,3.94,0,0,9.525,97.52,1169.4490502176,149.27822,6,P-GPS,
524500,2024-07-02 11:20:43,51.5345493688776,61.148322254164,149.27822,132.6443612,1036.8046890176,1169.4490502176,83.66142,28.3420298,1024.23231624,4662.07364,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,21.027236,19.01399,0,41.7, -21.5, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.941,3.932,3.943,3.94,0,0,9.525,97.52,1169.4490502176,149.27822,6,P-GPS,
524700,2024-07-02 11:20:43,51.5345665244423,61.1483469506441,149.27822,132.87402,1036.5750302176,1169.4490502176,83.66142,28.6552014,1015.85961256,4670.4725904,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,21.25093,19.237684,0,41.7, -21.1, -1.6,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.936,3.924,3.936,3.934,0,0,9.017,97.52,1169.4490502176,149.27822,6,P-GPS,
524900,2024-07-02 11:20:43,51.5345838396887,61.1483720197508,149.27822,133.1692956,1036.2797546176,1169.4490502176,83.66142,29.1249588,1007.39504536,4678.969966,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,21.474624,19.685072,0,41.9, -21.4, -2.7,0,0,1684,1024,1024,1024,100,0,0,0,7.8,-2.5,0,72,3.936,3.924,3.936,3.934,0,0,9.017,97.52,1169.4490502176,149.27822,6,P-GPS,
525100,2024-07-02 11:20:43,51.5346013883581,61.14839745906,149.27822,133.4645712,1035.9844790176,1169.4490502176,83.66142,29.4381304,998.80908708,4687.5985752,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,21.698318,19.908766,0,42.1, -20.7, -3.1,0,0,1684,1024,1024,1024,100,0,0,0,7.9,-2.5,0,72,3.936,3.924,3.936,3.934,0,0,9.017,97.52,1169.4490502176,149.27822,6,P-GPS,
525300,2024-07-02 11:20:44,51.5346191052072,61.1484231749194,149.27822,133.7598468,1035.6892034176,1169.4490502176,83.66142,29.6170856,990.13782696,4696.3256096,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,21.922012,19.908766,0,42, -20.6, -3.3,0,0,1684,1024,1024,364,100,0,0,-100,7.8,-2.5,0,72,3.936,3.924,3.936,3.934,0,0,9.017,97.52,1169.4490502176,149.27822,6,P-GPS,
525500,2024-07-02 11:20:44,51.5346369942109,61.1484490091115,149.27822,134.0879308,1035.3611194176,1169.4490502176,83.66142,29.7736714,981.3976692,4705.0854524,30,5,15.739,1169.4490502176,149.27822,33.1738202,1169.51119228,22.145706,19.908766,0,43.6, -8.8, -20.9,0,0,1684,1024,1024,1024,100,0,0,0,1.4,-2.5,0,72,3.936,3.924,3.936,3.934,0,0,9.017,97.52,1169.4490502176,149.27822,6,P-GPS,
525700,2024-07-02 11:20:44,51.5346553104487,61.1484730830783,148.950136,134.022314,1035.0986522176,1169.1209662176,83.66142,28.7223096,972.77562168,4713.7140616,30,5,15.747,1169.4490502176,149.27822,33.1738202,1169.51119228,22.816788,17.448132,-0.671082,33.9, -3, -27.5,0,0,1684,1024,1024,1024,100,0,0,0,354.2,-2.5,0,72,3.931,3.893,3.931,3.931,0,0,8.969,97.52,1169.1209662176,148.950136,6,P-GPS,
525900,2024-07-02 11:20:44,51.5346739206925,61.1484943161808,148.622052,133.9566972,1034.8361850176,1168.7928822176,83.66142,28.0512276,964.4521306,4722.0473952,30,5,15.747,1169.4490502176,149.27822,33.1738202,1169.51119228,23.264176,15.65858,0,31, -15.3, -24.5,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.931,3.893,3.931,3.931,0,0,8.969,97.52,1168.7928822176,148.622052,6,P-GPS,
526100,2024-07-02 11:20:44,51.5346929144465,61.1485134270088,148.622052,134.186356,1034.6065262176,1168.7928822176,83.66142,27.5814702,956.30252404,4730.2166868,30,5,15.747,1169.4490502176,149.27822,33.1738202,1169.51119228,23.711564,14.092722,0.223694,28.4, -19.6, -14.1,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.931,3.893,3.931,3.931,0,0,8.969,97.52,1168.7928822176,148.622052,6,P-GPS,
526300,2024-07-02 11:20:45,51.5347124102724,61.1485312445516,148.622052,134.3832064,1034.4096758176,1168.7928822176,83.66142,27.9393806,948.18572588,4738.3859784,30,5,15.747,1169.4490502176,149.27822,33.1738202,1169.51119228,24.382646,13.645334,0.223694,28.2, -21.7, -7.3,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.931,3.893,3.931,3.931,0,0,8.969,97.52,1168.7928822176,148.622052,6,P-GPS,
526500,2024-07-02 11:20:45,51.5347323940525,61.1485486500236,148.950136,134.8097156,1034.3112506176,1169.1209662176,83.66142,28.4315074,939.98034504,4746.6865036,30,5,15.747,1169.4490502176,149.27822,33.1738202,1169.51119228,25.053728,13.42164,0,27.5, -21.4, -4,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.931,3.893,3.931,3.931,0,0,8.969,97.52,1169.1209662176,148.950136,6,P-GPS,
526700,2024-07-02 11:20:45,51.5347524752864,61.1485656703087,148.622052,134.4488232,1034.3440590176,1168.7928822176,83.66142,27.514362,931.80449176,4754.9870288,30,5,15.715,1169.4490502176,149.27822,33.1738202,1169.51119228,24.382646,12.750558,-1.342164,27.3, 16.1, -3.4,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.926,3.91,3.918,3.921,0,0,9.642,97.52,1168.7928822176,148.622052,6,P-GPS,
526900,2024-07-02 11:20:45,51.5347708839065,61.1485810923322,148.622052,134.4160148,1034.3768674176,1168.7928822176,83.66142,24.4050154,924.33401908,4762.5329608,30,5,15.715,1169.4490502176,149.27822,33.1738202,1169.51119228,21.698318,11.1847,-0.671082,26, 41.6, -3.8,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.926,3.91,3.918,3.921,0,0,9.642,97.52,1168.7928822176,148.622052,6,P-GPS,
527100,2024-07-02 11:20:45,51.5347865635468,61.1485942658155,148.293968,134.0551224,1034.4096758176,1168.4647982176,83.66142,20.7140644,917.96590864,4768.9962156,30,5,15.715,1169.4490502176,149.27822,33.1738202,1169.51119228,18.342908,9.618842,0,27, 24.4, -2.1,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.926,3.91,3.918,3.921,0,0,9.642,97.52,1168.4647982176,148.293968,6,P-GPS,
527300,2024-07-02 11:20:46,51.534800223934,61.1486058712264,147.965884,133.69423,1034.4424842176,1168.1367142176,64.960632,18.2086916,912.401604,4774.6392604,30,5,15.715,1169.4490502176,149.27822,33.1738202,1169.51119228,16.105968,8.500372,0.223694,26.7, 18.3, -2.6,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.926,3.91,3.918,3.921,0,0,9.642,97.52,1168.1367142176,147.965884,6,P-GPS,
527500,2024-07-02 11:20:46,51.5348122223986,61.1486161787246,147.6378,133.3333376,1034.4752926176,1167.8086302176,64.960632,16.105968,907.50002904,4779.5933288,30,5,15.715,1169.4490502176,149.27822,33.1738202,1169.51119228,14.316416,7.381902,0.223694,27.8, 15.2, -2.8,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,72,3.926,3.91,3.918,3.921,0,0,9.642,97.52,1167.8086302176,147.6378,6,P-GPS,
527700,2024-07-02 11:20:46,51.5348229076359,61.1486254212293,147.6378,133.3333376,1034.4752926176,1167.8086302176,64.960632,14.4058936,903.12666932,4784.0224628,30,5,15.746,1169.4490502176,149.27822,33.1738202,1169.51119228,12.750558,6.71082,0,28.2, 14.7, -3.1,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.964,3.952,3.963,3.962,0,0,9.002,97.7,1167.8086302176,147.6378,6,P-GPS,
527900,2024-07-02 11:20:46,51.5348324453585,61.1486336403881,147.309716,133.0052536,1034.4752926176,1167.4805462176,64.960632,12.9966214,899.2290314,4787.9922792,30,5,15.746,1169.4490502176,149.27822,33.1738202,1169.51119228,11.632088,5.816044,0.223694,28.4, 11.4, -3.3,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.964,3.952,3.963,3.962,0,0,9.002,97.7,1167.4805462176,147.309716,6,P-GPS,
528100,2024-07-02 11:20:47,51.5348410766651,61.1486411347873,147.309716,132.9724452,1034.5081010176,1167.4805462176,64.960632,12.1018454,895.69228588,4791.5683948,30,5,15.746,1169.4490502176,149.27822,33.1738202,1169.51119228,10.737312,5.59235,0.223694,27.4, -5.9, -4.4,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.964,3.952,3.963,3.962,0,0,9.002,97.7,1167.4805462176,147.309716,6,P-GPS,
528300,2024-07-02 11:20:47,51.5348493152781,61.1486483667392,147.309716,132.9724452,1034.5081010176,1167.4805462176,83.66142,12.30317,892.30973984,4794.9804684,30,5,15.746,1169.4490502176,149.27822,33.1738202,1169.51119228,10.961006,5.59235,0.447388,27.4, -17.6, -4.4,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.964,3.952,3.963,3.962,0,0,9.002,97.7,1167.4805462176,147.309716,6,P-GPS,
528500,2024-07-02 11:20:47,51.5348585324038,61.1486564457499,147.309716,132.9396368,1034.5409094176,1167.4805462176,83.66142,13.309793,888.52365048,4798.8190512,30,5,15.746,1169.4490502176,149.27822,33.1738202,1169.51119228,11.855782,6.039738,0.223694,27.8, -22.6, -4.5,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.964,3.952,3.963,3.962,0,0,9.002,97.7,1167.4805462176,147.309716,6,P-GPS,
528700,2024-07-02 11:20:47,51.5348683905862,61.1486649985319,147.309716,132.9396368,1034.5409094176,1167.4805462176,83.66142,14.6966958,884.48493644,4802.8872928,30,5,15.778,1169.4490502176,149.27822,33.1738202,1169.51119228,13.197946,6.487126,0,27.9, -24.2, -4.3,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.943,3.931,3.94,3.939,0,0,7.956,97.88,1167.4805462176,147.309716,6,P-GPS,
528900,2024-07-02 11:20:47,51.5348791599819,61.148674283125,147.6378,133.2349124,1034.5737178176,1167.8086302176,83.66142,15.7033188,880.08533,4807.3492352,30,5,15.778,1169.4490502176,149.27822,33.1738202,1169.51119228,14.092722,6.934514,0,28.3, -6.7, -4.6,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.943,3.931,3.94,3.939,0,0,7.956,97.88,1167.8086302176,147.6378,6,P-GPS,
529100,2024-07-02 11:20:47,51.5348899110108,61.148683337223,147.6378,133.202104,1034.6065262176,1167.8086302176,83.66142,14.316416,875.7218128,4811.7783692,30,5,15.778,1169.4490502176,149.27822,33.1738202,1169.51119228,12.974252,6.039738,-0.671082,27.1, 20.2, -3.6,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.943,3.931,3.94,3.939,0,0,7.956,97.88,1167.8086302176,147.6378,6,P-GPS,
529300,2024-07-02 11:20:48,51.5348993644379,61.1486911379207,147.6378,133.202104,1034.6065262176,1167.8086302176,83.66142,12.5044946,871.90947672,4815.6497604,30,5,15.778,1169.4490502176,149.27822,33.1738202,1169.51119228,11.408394,5.144962,0,27.2, 17.5, -1.1,0,0,1684,1024,1024,1024,100,0,0,0,353.9,-2.5,0,71,3.943,3.931,3.94,3.939,0,0,7.956,97.88,1167.8086302176,147.6378,6,P-GPS,
529500,2024-07-02 11:20:48,51.5349076878947,61.1486981305631,147.6378,133.1692956,1034.6393346176,1167.8086302176,83.66142,11.1175918,868.5367732,4819.0946424,30,5,15.778,1169.4490502176,149.27822,33.1738202,1169.51119228,10.06623,4.697574,0.223694,27.3, 0.3, -1.8,0,0,1684,1024,1024,890,100,0,0,-20,353.9,-2.5,0,71,3.943,3.931,3.94,3.939,0,0,7.956,97.88,1167.8086302176,147.6378,6,P-GPS,
529700,2024-07-02 11:20:48,51.5349156145461,61.148704840926,147.309716,132.8412116,1034.6393346176,1167.4805462176,83.66142,11.1175918,865.31498832,4822.342674,30,5,15.829,1169.4490502176,149.27822,33.1738202,1169.51119228,10.06623,4.697574,0.447388,26.5, -16.5, 2.2,0,0,1684,1024,1147,364,100,0,19,-100,353.4,-2.5,0,71,3.962,3.954,3.965,3.959,0,0,6.016,97.7,1167.4805462176,147.309716,6,P-GPS,
529900,2024-07-02 11:20:48,51.5349238889333,61.1487119157622,147.309716,132.8412116,1034.6393346176,1167.4805462176,83.66142,12.0123678,861.94556564,4825.787556,30,5,15.829,1169.4490502176,149.27822,33.1738202,1169.51119228,10.961006,4.921268,0,28.1, -5.7, -22.6,0,0,1684,1024,1024,1024,100,0,0,0,344.7,-2.5,0,71,3.962,3.954,3.965,3.959,0,0,6.016,97.7,1167.4805462176,147.309716,6,P-GPS,
530100,2024-07-02 11:20:48,51.5349328120529,61.1487173577405,147.309716,132.7755948,1034.7049514176,1167.4805462176,83.66142,11.8334126,858.6122322,4829.2652464,30,5,15.829,1169.4490502176,149.27822,33.1738202,1169.51119228,11.408394,3.131716,-0.223694,16.3, -11.7, -9.4,0,0,1684,1024,1024,1024,100,0,0,0,342,-2.5,0,71,3.962,3.954,3.965,3.959,0,0,6.016,97.7,1167.4805462176,147.309716,6,P-GPS,
530300,2024-07-02 11:20:49,51.5349421774838,61.1487217616089,147.6378,133.0708704,1034.7377598176,1167.8086302176,83.66142,12.7058192,855.30186464,4832.8085536,30,5,15.829,1169.4490502176,149.27822,33.1738202,1169.51119228,12.30317,3.131716,0.223694,14.2, -25.4, 1.6,0,0,1684,1024,1024,1024,100,0,0,0,342,-2.5,0,71,3.962,3.954,3.965,3.959,0,0,6.016,97.7,1167.8086302176,147.6378,6,P-GPS,
530500,2024-07-02 11:20:49,51.5349525078578,61.1487266819982,147.6378,133.0052536,1034.8033766176,1167.8086302176,83.66142,14.1150914,851.6404472,4836.7455616,30,5,15.829,1169.4490502176,149.27822,33.1738202,1169.51119228,13.645334,3.579104,0.223694,15.5, -25.5, 1.3,0,0,1684,1024,1024,1024,100,0,0,0,342,-2.5,0,71,3.962,3.954,3.965,3.959,0,0,6.016,97.7,1167.8086302176,147.6378,6,P-GPS,
530700,2024-07-02 11:20:49,51.5349639510689,61.1487323339783,147.965884,133.2349124,1034.9018018176,1168.1367142176,83.66142,15.5691024,847.56236308,4841.1090788,30,5,15.804,1169.4490502176,149.27822,33.1738202,1169.51119228,14.987498,4.250186,0,15.7, -25.5, -0.2,0,0,1684,1024,1050,364,100,0,4,-100,342,-2.5,0,71,3.929,3.92,3.928,3.929,0,0,8.554,97.52,1168.1367142176,147.965884,6,P-GPS,
530900,2024-07-02 11:20:49,51.5349764246035,61.1487385194468,147.965884,133.202104,1034.9346102176,1168.1367142176,83.66142,16.7099418,843.11354404,4845.8662968,30,5,15.804,1169.4490502176,149.27822,33.1738202,1169.51119228,16.105968,4.47388,0,17.9, -19, -15.1,0,0,1684,1024,1024,881,100,0,0,-22,337.1,-2.5,0,71,3.929,3.92,3.928,3.929,0,0,8.554,97.52,1168.1367142176,147.965884,6,P-GPS,
531100,2024-07-02 11:20:49,51.5349896722856,61.1487435193855,147.965884,133.0708704,1035.0658438176,1168.1367142176,83.66142,16.77705,838.6155124,4850.8531736,30,5,15.804,1169.4490502176,149.27822,33.1738202,1169.51119228,16.553356,2.684328,-0.447388,9.1, -2.4, -28.6,0,0,1684,1024,1024,1024,100,0,0,0,328,-2.5,0,71,3.929,3.92,3.928,3.929,0,0,8.554,97.52,1168.1367142176,147.965884,6,P-GPS,
531300,2024-07-02 11:20:50,51.5350029148964,61.1487457240742,148.293968,133.3333376,1035.1314606176,1168.4647982176,83.66142,16.5757254,834.51774324,4855.7088168,30,5,15.804,1169.4490502176,149.27822,33.1738202,1169.51119228,16.553356,0.894776,0,1.8, -20.4, -10.7,0,0,1684,1024,1024,1024,100,0,0,0,327,-2.5,0,71,3.929,3.92,3.928,3.929,0,0,8.554,97.52,1168.4647982176,148.293968,6,P-GPS,
531500,2024-07-02 11:20:50,51.5350164754997,61.148746720977,148.293968,133.3333376,1035.1314606176,1168.4647982176,83.66142,17.224438,830.50855676,4860.6628852,30,5,15.804,1169.4490502176,149.27822,33.1738202,1169.51119228,17.224438,0.223694,0.223694,0.4, -24.9, -2.2,0,0,1684,1024,1024,1024,100,0,0,0,327,-2.5,0,71,3.929,3.92,3.928,3.929,0,0,8.554,97.52,1168.4647982176,148.293968,6,P-GPS,
531700,2024-07-02 11:20:50,51.535030900851,61.1487472665851,148.622052,133.6614216,1035.1314606176,1168.7928822176,83.66142,18.342908,826.3287666,4865.9122292,30,5,15.711,1169.4490502176,149.27822,33.1738202,1169.51119228,18.342908,0.223694,0,0.9, -24.2, 0,0,0,1684,1024,1024,1024,100,0,0,0,327,-2.5,0,71,3.916,3.911,3.921,3.92,0,0,7.721,97.7,1168.7928822176,148.622052,6,P-GPS,
531900,2024-07-02 11:20:50,51.5350458193651,61.148747735288,148.293968,133.3333376,1035.1314606176,1168.4647982176,83.66142,18.342908,822.03414704,4871.3584236,30,5,15.711,1169.4490502176,149.27822,33.1738202,1169.51119228,18.342908,0.223694,-0.894776,0.8, 14.1, -0.4,0,0,1684,1024,1024,1024,100,0,0,0,327,-2.5,0,71,3.916,3.911,3.921,3.92,0,0,7.721,97.7,1168.4647982176,148.293968,6,P-GPS,
